edition,round,score,home_team,away_team,url,city,year,home_result,away_result,result,date
1930-URUGUAY,group_stage,4-1 (3-0),France,Mexico,1930_URUGUAY_FS.htm#1-WC-30-I,Montevideo,1930,4.0,1.0,France,
1930-URUGUAY,group_stage,3-0 (2-0),United States,Belgium,1930_URUGUAY_FS.htm#13-WC-30-I,Montevideo,1930,3.0,0.0,United States,
1930-URUGUAY,group_stage,2-1 (2-0),Serbia,Brazil,1930_URUGUAY_FS.htm#7-WC-30-I,Montevideo,1930,2.0,1.0,Serbia,
1930-URUGUAY,group_stage,3-1 (1-0),Romania,Peru,1930_URUGUAY_FS.htm#10-WC-30-I,Montevideo,1930,3.0,1.0,Romania,
1930-URUGUAY,group_stage,1-0 (0-0),Argentina,France,1930_URUGUAY_FS.htm#2-WC-30-I,Montevideo,1930,1.0,0.0,Argentina,
1930-URUGUAY,group_stage,3-0 (1-0),Chile,Mexico,1930_URUGUAY_FS.htm#3-WC-30-I,Montevideo,1930,3.0,0.0,Chile,
1930-URUGUAY,group_stage,4-0 (0-0),Serbia,Bolivia,1930_URUGUAY_FS.htm#8-WC-30-I,Montevideo,1930,4.0,0.0,Serbia,
1930-URUGUAY,group_stage,3-0 (2-0),United States,Paraguay,1930_URUGUAY_FS.htm#14-WC-30-I,Montevideo,1930,3.0,0.0,United States,
1930-URUGUAY,group_stage,1-0 (0-0),Uruguay,Peru,1930_URUGUAY_FS.htm#11-WC-30-I,Montevideo,1930,1.0,0.0,Uruguay,
1930-URUGUAY,group_stage,1-0 (0-0),Chile,France,1930_URUGUAY_FS.htm#4-WC-30-I,Montevideo,1930,1.0,0.0,Chile,
1930-URUGUAY,group_stage,6-3 (3-1),Argentina,Mexico,1930_URUGUAY_FS.htm#5-WC-30-I,Montevideo,1930,6.0,3.0,Argentina,
1930-URUGUAY,group_stage,4-0 (1-0),Brazil,Bolivia,1930_URUGUAY_FS.htm#9-WC-30-I,Montevideo,1930,4.0,0.0,Brazil,
1930-URUGUAY,group_stage,1-0 (1-0),Paraguay,Belgium,1930_URUGUAY_FS.htm#15-WC-30-I,Montevideo,1930,1.0,0.0,Paraguay,
1930-URUGUAY,group_stage,4-0 (4-0),Uruguay,Romania,1930_URUGUAY_FS.htm#12-WC-30-I,Montevideo,1930,4.0,0.0,Uruguay,
1930-URUGUAY,group_stage,3-1 (2-1),Argentina,Chile,1930_URUGUAY_FS.htm#6-WC-30-I,Montevideo,1930,3.0,1.0,Argentina,
1930-URUGUAY,semi_final,6-1 (1-0),Argentina,United States,1930_URUGUAY_FS.htm#16-WC-30-II,Montevideo,1930,6.0,1.0,Argentina,
1930-URUGUAY,semi_final,6-1 (3-1),Uruguay,Serbia,1930_URUGUAY_FS.htm#17-WC-30-II,Montevideo,1930,6.0,1.0,Uruguay,
1930-URUGUAY,final,4-2 (1-2),Uruguay,Argentina,1930_URUGUAY_FS.htm#18-WC-30-III,Montevideo,1930,4.0,2.0,Uruguay,
1934-ITALY,qualification,6-2 (4-0),Sweden,Estonia,1934_ITALY_PR.htm,Stockholm,1933,6.0,2.0,Sweden,
1934-ITALY,qualification,0-2 (0-0),Lithuania,Sweden,1934_ITALY_PR.htm,Kaunas,1933,0.0,2.0,Sweden,
1934-ITALY,qualification,2-2 (0-0),Serbia,Switzerland,1934_ITALY_PR.htm,Belgrade,1933,2.0,2.0,draw,
1934-ITALY,qualification,1-2 (0-1),Poland,Czech Republic,1934_ITALY_PR.htm,Warsaw,1933,1.0,2.0,Czech Republic,
1934-ITALY,qualification,2-0 (w.o.),Switzerland,Romania,1934_ITALY_PR.htm,Bern,1933,2.0,0.0,Switzerland,
1934-ITALY,qualification,1-3 (0-1),Haiti,Cuba,1934_ITALY_PR.htm,Port-au-Prince,1934,1.0,3.0,Cuba,
1934-ITALY,qualification,1-1 (0-0),Haiti,Cuba,1934_ITALY_PR.htm,Port-au-Prince,1934,1.0,1.0,draw,
1934-ITALY,qualification,0-6 (0-3),Haiti,Cuba,1934_ITALY_PR.htm,Port-au-Prince,1934,0.0,6.0,Cuba,
1934-ITALY,qualification,4-4 (1-2),Ireland,Belgium,1934_ITALY_PR.htm,Dublin,1934,4.0,4.0,draw,
1934-ITALY,qualification,3-2 (3-1),Mexico,Cuba,1934_ITALY_PR.htm,Mexico City,1934,3.0,2.0,Mexico,
1934-ITALY,qualification,9-0 (3-0),Spain,Portugal,1934_ITALY_PR_GD.htm#WC-34-I-1,Madrid,1934,9.0,0.0,Spain,
1934-ITALY,qualification,1-9 (1-5),Luxembourg,Germany,1934_ITALY_PR.htm,Luxembourg,1934,1.0,9.0,Germany,
1934-ITALY,qualification,5-0 (3-0),Mexico,Cuba,1934_ITALY_PR.htm,Mexico City,1934,5.0,0.0,Mexico,
1934-ITALY,qualification,7-1 (4-0),Egypt,Palestine,1934_ITALY_PR.htm,Cairo,1934,7.0,1.0,Egypt,
1934-ITALY,qualification,1-2 (1-2),Portugal,Spain,1934_ITALY_PR_GD.htm#WC-34-I-1,Lisboa,1934,1.0,2.0,Spain,
1934-ITALY,qualification,4-1 (2-1),Mexico,Cuba,1934_ITALY_PR.htm,Mexico City,1934,4.0,1.0,Mexico,
1934-ITALY,qualification,4-0 (2-0),Italy,Greece,1934_ITALY_PR.htm,Milan,1934,4.0,0.0,Italy,
1934-ITALY,qualification,1-4 (1-1),Bulgaria,Hungary,1934_ITALY_PR.htm,Sofija,1934,1.0,4.0,Hungary,
1934-ITALY,qualification,1-4 (0-4),Palestine,Egypt,1934_ITALY_PR.htm,Jerusalem,1934,1.0,4.0,Egypt,
1934-ITALY,qualification,5-2 (1-1),Netherlands,Ireland,1934_ITALY_PR.htm,Amsterdam,1934,5.0,2.0,Netherlands,
1934-ITALY,qualification,1-6 (0-2),Luxembourg,France,1934_ITALY_PR.htm,Luxembourg,1934,1.0,6.0,France,
1934-ITALY,qualification,6-1 (3-0),Austria,Bulgaria,1934_ITALY_PR.htm,Vienna,1934,6.0,1.0,Austria,
1934-ITALY,qualification,4-1 (1-0),Hungary,Bulgaria,1934_ITALY_PR.htm,Budapest,1934,4.0,1.0,Hungary,
1934-ITALY,qualification,2-1 (1-0),Romania,Serbia,1934_ITALY_PR.htm,Bucharest,1934,2.0,1.0,Romania,
1934-ITALY,qualification,2-4 (0-0),Belgium,Netherlands,1934_ITALY_PR.htm,Antwerpen,1934,2.0,4.0,Netherlands,
1934-ITALY,qualification,4-2 (2-1),United States,Mexico,1934_ITALY_PR.htm,Roma,1934,4.0,2.0,United States,
1934-ITALY,group_stage,7-1 (3-0),Italy,United States,1934_ITALY_FS.htm#20-WC-34-I,Roma,1934,7.0,1.0,Italy,
1934-ITALY,group_stage,3-2 (1-1) (a.e.t.),Austria,France,1934_ITALY_FS.htm#19-WC-34-I,Turin,1934,3.0,2.0,Austria,
1934-ITALY,group_stage,5-2 (1-2),Germany,Belgium,1934_ITALY_FS.htm#21-WC-34-I,Florence,1934,5.0,2.0,Germany,
1934-ITALY,group_stage,2-1 (0-1),Czech Republic,Romania,1934_ITALY_FS.htm#22-WC-34-I,Trieste,1934,2.0,1.0,Czech Republic,
1934-ITALY,group_stage,3-2 (2-1),Switzerland,Netherlands,1934_ITALY_FS.htm#23-WC-34-I,Milan,1934,3.0,2.0,Switzerland,
1934-ITALY,group_stage,3-2 (1-1),Sweden,Argentina,1934_ITALY_FS.htm#24-WC-34-I,Bologna,1934,3.0,2.0,Sweden,
1934-ITALY,group_stage,3-1 (3-0),Spain,Brazil,1934_ITALY_FS.htm#25-WC-34-I,Genoa,1934,3.0,1.0,Spain,
1934-ITALY,group_stage,4-2 (2-2),Hungary,Egypt,1934_ITALY_FS.htm#26-WC-34-I,Naples,1934,4.0,2.0,Hungary,
1934-ITALY,quarter_final,2-1 (1-0),Austria,Hungary,1934_ITALY_FS.htm#27-WC-34-II,Bologna,1934,2.0,1.0,Austria,
1934-ITALY,quarter_final,3-2 (1-1),Czech Republic,Switzerland,1934_ITALY_FS.htm#28-WC-34-II,Turin,1934,3.0,2.0,Czech Republic,
1934-ITALY,quarter_final,2-1 (0-0),Germany,Sweden,1934_ITALY_FS.htm#29-WC-34-II,Milan,1934,2.0,1.0,Germany,
1934-ITALY,quarter_final,1-1 (1-1) (a.e.t.),Italy,Spain,1934_ITALY_FS.htm#30-WC-34-II,Florence,1934,1.0,1.0,draw,
1934-ITALY,quarter_final,1-0 (1-0) (r.),Italy,Spain,1934_ITALY_FS.htm#31-WC-34-II,Florence,1934,1.0,0.0,Italy,
1934-ITALY,semi_final,1-0 (1-0),Italy,Austria,1934_ITALY_FS.htm#32-WC-34-III,Milan,1934,1.0,0.0,Italy,
1934-ITALY,semi_final,3-1 (1-0),Czech Republic,Germany,1934_ITALY_FS.htm#33-WC-34-III,Roma,1934,3.0,1.0,Czech Republic,
1934-ITALY,third_place,3-2 (3-1),Germany,Austria,1934_ITALY_FS.htm#34-WC-34-IV,Naples,1934,3.0,2.0,Germany,
1934-ITALY,final,2-1 (0-0) (a.e.t.),Italy,Czech Republic,1934_ITALY_FS.htm#35-WC-34-V,Roma,1934,2.0,1.0,Italy,
1938-FRANCE,qualification,4-0 (0-0),Sweden,Finland,1938_FRANCE_PR.htm,Stockholm,1937,4.0,0.0,Sweden,
1938-FRANCE,qualification,7-2 (3-2),Sweden,Estonia,1938_FRANCE_PR.htm,Stockholm,1937,7.0,2.0,Sweden,
1938-FRANCE,qualification,0-2 (0-2),Finland,Germany,1938_FRANCE_PR.htm,Helsinki,1937,0.0,2.0,Germany,
1938-FRANCE,qualification,4-2 (2-0),Latvia,Lithuania,1938_FRANCE_PR.htm,Riga,1937,4.0,2.0,Latvia,
1938-FRANCE,qualification,0-1 (0-0),Finland,Estonia,1938_FRANCE_PR.htm,Turku,1937,0.0,1.0,Estonia,
1938-FRANCE,qualification,4-1 (0-1),Germany,Estonia,1938_FRANCE_PR.htm,Konigsberg,1937,4.0,1.0,Germany,
1938-FRANCE,qualification,1-5 (0-4),Lithuania,Latvia,1938_FRANCE_PR.htm,Kaunas,1937,1.0,5.0,Latvia,
1938-FRANCE,qualification,2-1 (2-1),Austria,Latvia,1938_FRANCE_PR.htm,Vienna,1937,2.0,1.0,Austria,
1938-FRANCE,qualification,3-2 (2-1),Norway,Ireland,1938_FRANCE_PR.htm,Oslo,1937,3.0,2.0,Norway,
1938-FRANCE,qualification,4-0 (2-0),Poland,Serbia,1938_FRANCE_PR.htm,Warsaw,1937,4.0,0.0,Poland,
1938-FRANCE,qualification,3-3 (1-2),Ireland,Norway,1938_FRANCE_PR.htm,Dublin,1937,3.0,3.0,draw,
1938-FRANCE,qualification,1-1 (0-1),Bulgaria,Czech Republic,1938_FRANCE_PR.htm,Sofija,1937,1.0,1.0,draw,
1938-FRANCE,qualification,5-0 (2-0),Germany,Sweden,1938_FRANCE_PR.htm,Hamburg,1937,5.0,0.0,Germany,
1938-FRANCE,qualification,4-0 (1-0),Netherlands,Luxembourg,1938_FRANCE_PR.htm,Rotterdam,1937,4.0,0.0,Netherlands,
1938-FRANCE,qualification,1-3 (1-2),Palestine,Greece,1938_FRANCE_PR.htm,Tel Aviv,1938,1.0,3.0,Greece,
1938-FRANCE,qualification,1-0 (0-0),Greece,Palestine,1938_FRANCE_PR.htm,Athens,1938,1.0,0.0,Greece,
1938-FRANCE,qualification,2-3 (2-1),Luxembourg,Belgium,1938_FRANCE_PR.htm,Luxembourg,1938,2.0,3.0,Belgium,
1938-FRANCE,qualification,11-1 (7-1),Hungary,Greece,1938_FRANCE_PR.htm,Budapest,1938,11.0,1.0,Hungary,
1938-FRANCE,qualification,1-0 (0-0),Serbia,Poland,1938_FRANCE_PR.htm,Belgrade,1938,1.0,0.0,Serbia,
1938-FRANCE,qualification,1-1 (0-1),Belgium,Netherlands,1938_FRANCE_PR.htm,Antwerpen,1938,1.0,1.0,draw,
1938-FRANCE,qualification,6-0 (1-0),Czech Republic,Bulgaria,1938_FRANCE_PR.htm,Prague,1938,6.0,0.0,Czech Republic,
1938-FRANCE,qualification,2-1 (2-0),Switzerland,Portugal,1938_FRANCE_PR.htm,Milan,1938,2.0,1.0,Switzerland,
1938-FRANCE,group_stage,1-1 (1-1) (a.e.t.),Switzerland,Germany,1938_FRANCE_FS.htm#36-WC-38-I,Paris,1938,1.0,1.0,draw,
1938-FRANCE,group_stage,2-1 (1-0) (a.e.t.),Italy,Norway,1938_FRANCE_FS.htm#37-WC-38-I,Marseille,1938,2.0,1.0,Italy,
1938-FRANCE,group_stage,3-1 (2-1),France,Belgium,1938_FRANCE_FS.htm#38-WC-38-I,Paris,1938,3.0,1.0,France,
1938-FRANCE,group_stage,6-0 (4-0),Hungary,Dutch East Indies,1938_FRANCE_FS.htm#39-WC-38-I,Reims,1938,6.0,0.0,Hungary,
1938-FRANCE,group_stage,3-3 (1-1) (a.e.t.),Cuba,Romania,1938_FRANCE_FS.htm#40-WC-38-I,Toulouse,1938,3.0,3.0,draw,
1938-FRANCE,group_stage,6-5 (3-1) (a.e.t.),Brazil,Poland,1938_FRANCE_FS.htm#41-WC-38-I,Strasbourg,1938,6.0,5.0,Brazil,
1938-FRANCE,group_stage,3-0 (0-0) (a.e.t.),Czech Republic,Netherlands,1938_FRANCE_FS.htm#42-WC-38-I,Le Havre,1938,3.0,0.0,Czech Republic,
1938-FRANCE,group_stage,4-2 (1-2) (r.),Switzerland,Germany,1938_FRANCE_FS.htm#43-WC-38-I,Paris,1938,4.0,2.0,Switzerland,
1938-FRANCE,group_stage,2-1 (0-1) (r.),Cuba,Romania,1938_FRANCE_FS.htm#44-WC-38-I,Toulouse,1938,2.0,1.0,Cuba,
1938-FRANCE,quarter_final,3-1 (1-1),Italy,France,1938_FRANCE_FS.htm#45-WC-38-II,Paris,1938,3.0,1.0,Italy,
1938-FRANCE,quarter_final,1-1 (1-0) (a.e.t.),Brazil,Czech Republic,1938_FRANCE_FS.htm#46-WC-38-II,Bordeaux,1938,1.0,1.0,draw,
1938-FRANCE,quarter_final,2-0 (1-0),Hungary,Switzerland,1938_FRANCE_FS.htm#47-WC-38-II,Lille,1938,2.0,0.0,Hungary,
1938-FRANCE,quarter_final,8-0 (4-0),Sweden,Cuba,1938_FRANCE_FS.htm#48-WC-38-II,Antibes,1938,8.0,0.0,Sweden,
1938-FRANCE,quarter_final,2-1 (0-1) (r.),Brazil,Czech Republic,1938_FRANCE_FS.htm#49-WC-38-II,Bordeaux,1938,2.0,1.0,Brazil,
1938-FRANCE,semi_final,2-1 (0-0),Italy,Brazil,1938_FRANCE_FS.htm#50-WC-38-III,Marseille,1938,2.0,1.0,Italy,
1938-FRANCE,semi_final,5-1 (3-1),Hungary,Sweden,1938_FRANCE_FS.htm#51-WC-38-III,Paris,1938,5.0,1.0,Hungary,
1938-FRANCE,third_place,4-2 (1-2),Brazil,Sweden,1938_FRANCE_FS.htm#52-WC-38-IV,Bordeaux,1938,4.0,2.0,Brazil,
1938-FRANCE,final,4-2 (3-1),Italy,Hungary,1938_FRANCE_FS.htm#53-WC-38-V,Paris,1938,4.0,2.0,Italy,
1950-BRAZIL,qualification,3-1 (2-1),Sweden,Ireland,1950_BRAZIL_PR.htm,Stockholm,1949,3.0,1.0,Sweden,
1950-BRAZIL,qualification,5-2 (3-1),Switzerland,Luxembourg,1950_BRAZIL_PR.htm,Zurich,1949,5.0,2.0,Switzerland,
1950-BRAZIL,qualification,6-0 (4-0),Serbia,Israel,1950_BRAZIL_PR.htm,Belgrade,1949,6.0,0.0,Serbia,
1950-BRAZIL,qualification,0-6 (0-3),United States,Mexico,1950_BRAZIL_PR.htm,Mexico City,1949,0.0,6.0,Mexico,
1950-BRAZIL,qualification,3-0 (2-0),Ireland,Finland,1950_BRAZIL_PR.htm,Dublin,1949,3.0,0.0,Ireland,
1950-BRAZIL,qualification,2-0 (1-0),Mexico,Cuba,1950_BRAZIL_PR.htm,Mexico City,1949,2.0,0.0,Mexico,
1950-BRAZIL,qualification,1-1 (1-1),Cuba,United States,1950_BRAZIL_PR.htm,Mexico City,1949,1.0,1.0,draw,
1950-BRAZIL,qualification,2-5 (0-3),Israel,Serbia,1950_BRAZIL_PR.htm,Tel Aviv,1949,2.0,5.0,Serbia,
1950-BRAZIL,qualification,2-3 (2-1),Luxembourg,Switzerland,1950_BRAZIL_PR.htm,Luxembourg,1949,2.0,3.0,Switzerland,
1950-BRAZIL,qualification,6-2 (3-0),Mexico,United States,1950_BRAZIL_PR.htm,Mexico City,1949,6.0,2.0,Mexico,
1950-BRAZIL,qualification,5-2 (4-1),United States,Cuba,1950_BRAZIL_PR.htm,Mexico City,1949,5.0,2.0,United States,
1950-BRAZIL,qualification,0-3 (0-1),Cuba,Mexico,1950_BRAZIL_PR.htm,Mexico City,1949,0.0,3.0,Mexico,
1950-BRAZIL,qualification,2-8 (0-5),Northern Ireland,Scotland,1950_BRAZIL_PR.htm,Belfast,1949,2.0,8.0,Scotland,
1950-BRAZIL,qualification,8-1 (5-1),Sweden,Finland,1950_BRAZIL_PR.htm,Malmo,1949,8.0,1.0,Sweden,
1950-BRAZIL,qualification,1-1 (1-0),Serbia,France,1950_BRAZIL_PR.htm,Belgrade,1949,1.0,1.0,draw,
1950-BRAZIL,qualification,1-1 (0-0),Finland,Ireland,1950_BRAZIL_PR.htm,Helsinki,1949,1.0,1.0,draw,
1950-BRAZIL,qualification,1-4 (0-3),Wales,England,1950_BRAZIL_PR.htm,Cardiff,1949,1.0,4.0,England,
1950-BRAZIL,qualification,1-1 (1-1),France,Serbia,1950_BRAZIL_PR.htm,Paris,1949,1.0,1.0,draw,
1950-BRAZIL,qualification,2-0 (1-0),Scotland,Wales,1950_BRAZIL_PR.htm,Glasgow,1949,2.0,0.0,Scotland,
1950-BRAZIL,qualification,1-3 (0-2),Ireland,Sweden,1950_BRAZIL_PR.htm,Dublin,1949,1.0,3.0,Sweden,
1950-BRAZIL,qualification,9-2 (4-0),England,Northern Ireland,1950_BRAZIL_PR.htm,Manchester,1949,9.0,2.0,England,
1950-BRAZIL,qualification,7-0 (3-0),Turkey,Syria,1950_BRAZIL_PR.htm,Ankara,1949,7.0,0.0,Turkey,
1950-BRAZIL,qualification,3-2 (1-1),Serbia,France,1950_BRAZIL_PR.htm,Florence,1949,3.0,2.0,Serbia,
1950-BRAZIL,qualification,2-0 (0-0),Bolivia,Chile,1950_BRAZIL_PR.htm,La_Paz,1950,2.0,0.0,Bolivia,
1950-BRAZIL,qualification,0-0 (0-0),Wales,Northern Ireland,1950_BRAZIL_PR.htm,Wrexham,1950,0.0,0.0,draw,
1950-BRAZIL,qualification,5-1 (3-1),Spain,Portugal,1950_BRAZIL_PR_GD.htm#WC-50-I-1,Madrid,1950,5.0,1.0,Spain,
1950-BRAZIL,qualification,2-2 (0-1),Portugal,Spain,1950_BRAZIL_PR_GD.htm#WC-50-I-1,Lisboa,1950,2.0,2.0,draw,
1950-BRAZIL,qualification,0-1 (0-0),Scotland,England,1950_BRAZIL_PR.htm,Glasgow,1950,0.0,1.0,England,
1950-BRAZIL,group_stage,4-0 (1-0),Brazil,Mexico,1950_BRAZIL_FS.htm#54-WC-50-I,Rio de Janeiro,1950,4.0,0.0,Brazil,
1950-BRAZIL,group_stage,2-0 (1-0),England,Chile,1950_BRAZIL_FS.htm#60-WC-50-I,Rio de Janeiro,1950,2.0,0.0,England,
1950-BRAZIL,group_stage,3-1 (0-1),Spain,United States,1950_BRAZIL_FS.htm#61-WC-50-I,Curitiba,1950,3.0,1.0,Spain,
1950-BRAZIL,group_stage,3-2 (2-1),Sweden,Italy,1950_BRAZIL_FS.htm#66-WC-50-I,SAPSo_Paulo,1950,3.0,2.0,Sweden,
1950-BRAZIL,group_stage,3-0 (0-0),Serbia,Switzerland,1950_BRAZIL_FS.htm#55-WC-50-I,Belo Horizonte,1950,3.0,0.0,Serbia,
1950-BRAZIL,group_stage,2-2 (2-1),Brazil,Switzerland,1950_BRAZIL_FS.htm#56-WC-50-I,SAPSo_Paulo,1950,2.0,2.0,draw,
1950-BRAZIL,group_stage,4-1 (2-0),Serbia,Mexico,1950_BRAZIL_FS.htm#57-WC-50-I,Porto_Alegre,1950,4.0,1.0,Serbia,
1950-BRAZIL,group_stage,2-0 (2-0),Spain,Chile,1950_BRAZIL_FS.htm#62-WC-50-I,Rio de Janeiro,1950,2.0,0.0,Spain,
1950-BRAZIL,group_stage,2-2 (2-1),Sweden,Paraguay,1950_BRAZIL_FS.htm#67-WC-50-I,Curitiba,1950,2.0,2.0,draw,
1950-BRAZIL,group_stage,1-0 (1-0),United States,England,1950_BRAZIL_FS.htm#63-WC-50-I,Belo Horizonte,1950,1.0,0.0,United States,
1950-BRAZIL,group_stage,2-0 (1-0),Brazil,Serbia,1950_BRAZIL_FS.htm#58-WC-50-I,Rio de Janeiro,1950,2.0,0.0,Brazil,
1950-BRAZIL,group_stage,1-0 (0-0),Spain,England,1950_BRAZIL_FS.htm#64-WC-50-I,Rio de Janeiro,1950,1.0,0.0,Spain,
1950-BRAZIL,group_stage,2-0 (1-0),Italy,Paraguay,1950_BRAZIL_FS.htm#68-WC-50-I,SAPSo_Paulo,1950,2.0,0.0,Italy,
1950-BRAZIL,group_stage,8-0 (4-0),Uruguay,Bolivia,1950_BRAZIL_FS.htm#69-WC-50-I,Belo Horizonte,1950,8.0,0.0,Uruguay,
1950-BRAZIL,group_stage,2-1 (2-0),Switzerland,Mexico,1950_BRAZIL_FS.htm#59-WC-50-I,Porto_Alegre,1950,2.0,1.0,Switzerland,
1950-BRAZIL,group_stage,5-2 (2-0),Chile,United States,1950_BRAZIL_FS.htm#65-WC-50-I,Recife,1950,5.0,2.0,Chile,
1950-BRAZIL,group_stage,7-1 (3-0),Brazil,Sweden,1950_BRAZIL_FS.htm#70-WC-50-II,Rio de Janeiro,1950,7.0,1.0,Brazil,
1950-BRAZIL,group_stage,2-2 (1-2),Uruguay,Spain,1950_BRAZIL_FS.htm#71-WC-50-II,SAPSo_Paulo,1950,2.0,2.0,draw,
1950-BRAZIL,group_stage,3-2 (1-2),Uruguay,Sweden,1950_BRAZIL_FS.htm#72-WC-50-II,SAPSo_Paulo,1950,3.0,2.0,Uruguay,
1950-BRAZIL,group_stage,6-1 (3-0),Brazil,Spain,1950_BRAZIL_FS.htm#73-WC-50-II,Rio de Janeiro,1950,6.0,1.0,Brazil,
1950-BRAZIL,group_stage,3-1 (2-0),Sweden,Spain,1950_BRAZIL_FS.htm#75-WC-50-II,SAPSo_Paulo,1950,3.0,1.0,Sweden,
1950-BRAZIL,group_stage,2-1 (0-0),Uruguay,Brazil,1950_BRAZIL_FS.htm#74-WC-50-II,Rio de Janeiro,1950,2.0,1.0,Uruguay,
1954-SWITZERLAND,qualification,1-0 (1-0),Serbia,Greece,1954_SWITZERLAND_PR.htm,Belgrade,1953,1.0,0.0,Serbia,
1954-SWITZERLAND,qualification,2-4 (0-3),Finland,Belgium,1954_SWITZERLAND_PR.htm,Helsinki,1953,2.0,4.0,Belgium,
1954-SWITZERLAND,qualification,2-3 (2-3),Sweden,Belgium,1954_SWITZERLAND_PR.htm,Stockholm,1953,2.0,3.0,Belgium,
1954-SWITZERLAND,qualification,2-0 (0-0),Czech Republic,Romania,1954_SWITZERLAND_PR.htm,Prague,1953,2.0,0.0,Czech Republic,
1954-SWITZERLAND,qualification,2-3 (2-2),Norway,Germany,1954_SWITZERLAND_PR.htm,Oslo,1953,2.0,3.0,Germany,
1954-SWITZERLAND,qualification,3-1 (2-0),Romania,Bulgaria,1954_SWITZERLAND_PR.htm,Bucharest,1953,3.0,1.0,Romania,
1954-SWITZERLAND,qualification,8-0 (5-0),Mexico,Haiti,1954_SWITZERLAND_PR.htm,Mexico City,1953,8.0,0.0,Mexico,
1954-SWITZERLAND,qualification,3-3 (0-2),Finland,Sweden,1954_SWITZERLAND_PR.htm,Helsinki,1953,3.0,3.0,draw,
1954-SWITZERLAND,qualification,4-0 (2-0),Sweden,Finland,1954_SWITZERLAND_PR.htm,Stockholm,1953,4.0,0.0,Sweden,
1954-SWITZERLAND,qualification,1-1 (1-1),Norway,Germany,1954_SWITZERLAND_PR.htm,Oslo,1953,1.0,1.0,draw,
1954-SWITZERLAND,qualification,1-2 (0-2),Bulgaria,Czech Republic,1954_SWITZERLAND_PR.htm,Sofija,1953,1.0,2.0,Czech Republic,
1954-SWITZERLAND,qualification,1-6 (1-4),Luxembourg,France,1954_SWITZERLAND_PR.htm,Luxembourg,1953,1.0,6.0,France,
1954-SWITZERLAND,qualification,2-2 (2-0),Belgium,Finland,1954_SWITZERLAND_PR.htm,Bruxelles,1953,2.0,2.0,draw,
1954-SWITZERLAND,qualification,9-1 (4-0),Austria,Portugal,1954_SWITZERLAND_PR.htm,Vienna,1953,9.0,1.0,Austria,
1954-SWITZERLAND,qualification,1-3 (0-0),Northern Ireland,Scotland,1954_SWITZERLAND_PR.htm,Belfast,1953,1.0,3.0,Scotland,
1954-SWITZERLAND,qualification,3-5 (0-2),Ireland,France,1954_SWITZERLAND_PR.htm,Dublin,1953,3.0,5.0,France,
1954-SWITZERLAND,qualification,2-0 (1-0),Belgium,Sweden,1954_SWITZERLAND_PR.htm,Bruxelles,1953,2.0,0.0,Belgium,
1954-SWITZERLAND,qualification,1-4 (1-1),Wales,England,1954_SWITZERLAND_PR.htm,Cardiff,1953,1.0,4.0,England,
1954-SWITZERLAND,qualification,3-0 (1-0),Germany,Germany,1954_SWITZERLAND_PR.htm,Stuttgart,1953,3.0,0.0,Germany,
1954-SWITZERLAND,qualification,1-2 (1-1),Bulgaria,Romania,1954_SWITZERLAND_PR.htm,Sofija,1953,1.0,2.0,Romania,
1954-SWITZERLAND,qualification,0-1 (0-1),Romania,Czech Republic,1954_SWITZERLAND_PR.htm,Bucharest,1953,0.0,1.0,Czech Republic,
1954-SWITZERLAND,qualification,4-0 (1-0),Ireland,Luxembourg,1954_SWITZERLAND_PR.htm,Dublin,1953,4.0,0.0,Ireland,
1954-SWITZERLAND,qualification,1-0 (0-0),Greece,Israel,1954_SWITZERLAND_PR.htm,Athens,1953,1.0,0.0,Greece,
1954-SWITZERLAND,qualification,3-3 (2-0),Scotland,Wales,1954_SWITZERLAND_PR.htm,Glasgow,1953,3.0,3.0,draw,
1954-SWITZERLAND,qualification,0-0 (0-0),Germany,Norway,1954_SWITZERLAND_PR.htm,SaarbrA 1/4cken,1953,0.0,0.0,draw,
1954-SWITZERLAND,qualification,0-0 (0-0),Czech Republic,Bulgaria,1954_SWITZERLAND_PR.htm,Bratislava,1953,0.0,0.0,draw,
1954-SWITZERLAND,qualification,1-0 (1-0),Serbia,Israel,1954_SWITZERLAND_PR.htm,Skopje,1953,1.0,0.0,Serbia,
1954-SWITZERLAND,qualification,3-1 (1-0),England,Northern Ireland,1954_SWITZERLAND_PR.htm,Liverpool,1953,3.0,1.0,England,
1954-SWITZERLAND,qualification,1-2 (1-0),Egypt,Italy,1954_SWITZERLAND_PR.htm,Cairo,1953,1.0,2.0,Italy,
1954-SWITZERLAND,qualification,5-1 (1-1),Germany,Norway,1954_SWITZERLAND_PR.htm,Hamburg,1953,5.0,1.0,Germany,
1954-SWITZERLAND,qualification,1-0 (0-0),France,Ireland,1954_SWITZERLAND_PR.htm,Paris,1953,1.0,0.0,France,
1954-SWITZERLAND,qualification,0-0 (0-0),Portugal,Austria,1954_SWITZERLAND_PR.htm,Lisboa,1953,0.0,0.0,draw,
1954-SWITZERLAND,qualification,8-0 (4-0),France,Luxembourg,1954_SWITZERLAND_PR.htm,Paris,1953,8.0,0.0,France,
1954-SWITZERLAND,qualification,0-4 (0-2),Haiti,Mexico,1954_SWITZERLAND_PR.htm,Port-au-Prince,1953,0.0,4.0,Mexico,
