edition,round,score,home_team,away_team,url,city,year,home_result,away_result,result,date
2010-SOUTH AFRICA,qualification,3-0 (1-0),Uzbekistan,Saudi Arabia,2010_SA_PR.htm,Tashkent,2008,3.0,0.0,Uzbekistan,
2010-SOUTH AFRICA,qualification,2-0 (2-0),Singapore,Lebanon,2010_SA_PR.htm,Singapore,2008,2.0,0.0,Singapore,
2010-SOUTH AFRICA,qualification,1-1 (1-0),Syria,United Arab Emirates,2010_SA_PR.htm,Damascus,2008,1.0,1.0,draw,
2010-SOUTH AFRICA,qualification,2-2 (1-2),Kuwait,Iran,2010_SA_PR.htm,Kuwait,2008,2.0,2.0,draw,
2010-SOUTH AFRICA,qualification,1-3 (0-2),Cayman Islands,Bermuda,2010_SA_PR.htm,Georgetown,2008,1.0,3.0,Bermuda,
2010-SOUTH AFRICA,qualification,2-2 (0-1),British Virgin Islands,Bahamas,2010_SA_PR.htm,Nassau,2008,2.0,2.0,draw,
2010-SOUTH AFRICA,qualification,2-2 (1-0),South Korea,Jordan,2010_SA_PR.htm,Seoul,2008,2.0,2.0,draw,
2010-SOUTH AFRICA,qualification,1-1 (0-1),Tanzania,Mauritius,2010_SA_PR.htm,Dar es Salaam,2008,1.0,1.0,draw,
2010-SOUTH AFRICA,qualification,2-0 (1-0),Cameroon,Cape Verde,2010_SA_PR.htm,YaoundA(c),2008,2.0,0.0,Cameroon,
2010-SOUTH AFRICA,qualification,2-1 (1-1),Namibia,Kenya,2010_SA_PR.htm,Windhoek,2008,2.0,1.0,Namibia,
2010-SOUTH AFRICA,qualification,1-0 (0-0),Uganda,Niger,2010_SA_PR.htm,Kampala,2008,1.0,0.0,Uganda,
2010-SOUTH AFRICA,qualification,1-0 (0-0),Senegal,Algeria,2010_SA_PR.htm,Dakar,2008,1.0,0.0,Senegal,
2010-SOUTH AFRICA,qualification,0-0 (0-0),Botswana,Madagascar,2010_SA_PR.htm,Gaborone,2008,0.0,0.0,draw,
2010-SOUTH AFRICA,qualification,3-0 (2-0),Morocco,Ethiopia,2010_SA_PR.htm,Casablanca,2008,3.0,0.0,Morocco,
2010-SOUTH AFRICA,qualification,3-0 (1-0),Rwanda,Mauritania,2010_SA_PR.htm,Kigali,2008,3.0,0.0,Rwanda,
2010-SOUTH AFRICA,qualification,1-0 (1-0),Togo,Zambia,2010_SA_PR.htm,Accra,2008,1.0,0.0,Togo,
2010-SOUTH AFRICA,qualification,8-1 (2-1),Malawi,Djibouti,2010_SA_PR.htm,Blantyre,2008,8.0,1.0,Malawi,
2010-SOUTH AFRICA,qualification,1-0 (0-0),Australia,Iraq,2010_SA_PR.htm,Brisbane,2008,1.0,0.0,Australia,
2010-SOUTH AFRICA,qualification,0-0 (0-0),Guinea,Zimbabwe,2010_SA_PR.htm,Conakry,2008,0.0,0.0,draw,
2010-SOUTH AFRICA,qualification,3-0 (0-0),Angola,Benin,2010_SA_PR.htm,Luanda,2008,3.0,0.0,Angola,
2010-SOUTH AFRICA,qualification,2-0 (2-0),Nigeria,South Africa,2010_SA_PR.htm,Abuja,2008,2.0,0.0,Nigeria,
2010-SOUTH AFRICA,qualification,2-0 (0-0),Equatorial Guinea,Sierra Leone,2010_SA_PR.htm,Malabo,2008,2.0,0.0,Equatorial Guinea,
2010-SOUTH AFRICA,qualification,3-0 (1-0),Ghana,Libya,2010_SA_PR.htm,Kumasi,2008,3.0,0.0,Ghana,
2010-SOUTH AFRICA,qualification,1-1 (0-1),Liberia,Gambia,2010_SA_PR.htm,Monrovia,2008,1.0,1.0,draw,
2010-SOUTH AFRICA,qualification,1-0 (0-0),Ivory Coast,Mozambique,2010_SA_PR.htm,Abidjan,2008,1.0,0.0,Ivory Coast,
2010-SOUTH AFRICA,qualification,1-0 (0-0),Burundi,Seychelles,2010_SA_PR.htm,Bujumbura,2008,1.0,0.0,Burundi,
2010-SOUTH AFRICA,qualification,1-2 (1-0),Tunisia,Burkina Faso,2010_SA_PR.htm,"RadA""s",2008,1.0,2.0,Burkina Faso,
2010-SOUTH AFRICA,qualification,4-2 (3-1),Mali,Congo,2010_SA_PR.htm,Bamako,2008,4.0,2.0,Mali,
2010-SOUTH AFRICA,qualification,2-1 (0-1),Egypt,D.R. Congo,2010_SA_PR.htm,Cairo,2008,2.0,1.0,Egypt,
2010-SOUTH AFRICA,qualification,0-0 (0-0),Qatar,China,2010_SA_PR.htm,Doha,2008,0.0,0.0,draw,
2010-SOUTH AFRICA,qualification,3-0 (2-0),Japan,Oman,2010_SA_PR.htm,Yokohama,2008,3.0,0.0,Japan,
2010-SOUTH AFRICA,qualification,2-3 (2-2),Thailand,Bahrain,2010_SA_PR.htm,Bangkok,2008,2.0,3.0,Bahrain,
2010-SOUTH AFRICA,qualification,0-0 (0-0),Turkmenistan,North Korea,2010_SA_PR.htm,Ashgabat,2008,0.0,0.0,draw,
2010-SOUTH AFRICA,qualification,4-1 (1-1),Saudi Arabia,Lebanon,2010_SA_PR.htm,Riyadh,2008,4.0,1.0,Saudi Arabia,
2010-SOUTH AFRICA,qualification,3-7 (2-5),Singapore,Uzbekistan,2010_SA_PR.htm,Singapore,2008,3.0,7.0,Uzbekistan,
2010-SOUTH AFRICA,qualification,0-0 (0-0),Iran,United Arab Emirates,2010_SA_PR.htm,Tehran,2008,0.0,0.0,draw,
2010-SOUTH AFRICA,qualification,1-0 (0-0),Syria,Kuwait,2010_SA_PR.htm,Damascus,2008,1.0,0.0,Syria,
2010-SOUTH AFRICA,qualification,4-0 (1-0),Honduras,Puerto Rico,2010_SA_PR.htm,San_Pedro_Sula,2008,4.0,0.0,Honduras,
2010-SOUTH AFRICA,qualification,3-0 (2-0),Algeria,Liberia,2010_SA_PR.htm,Blida,2008,3.0,0.0,Algeria,
2010-SOUTH AFRICA,qualification,0-4 (0-1),Djibouti,Egypt,2010_SA_PR.htm,Djibouti,2008,0.0,4.0,Egypt,
2010-SOUTH AFRICA,qualification,1-0 (1-0),Iraq,Australia,2010_SA_PR.htm,Dubai,2008,1.0,0.0,Iraq,
2010-SOUTH AFRICA,qualification,0-1 (0-1),China,Qatar,2010_SA_PR.htm,Tianjin,2008,0.0,1.0,Qatar,
2010-SOUTH AFRICA,qualification,1-1 (1-0),Oman,Japan,2010_SA_PR.htm,Muscat,2008,1.0,1.0,draw,
2010-SOUTH AFRICA,qualification,1-1 (0-0),Bahrain,Thailand,2010_SA_PR.htm,Manama,2008,1.0,1.0,draw,
2010-SOUTH AFRICA,qualification,0-1 (0-1),Jordan,South Korea,2010_SA_PR.htm,Amman,2008,0.0,1.0,South Korea,
2010-SOUTH AFRICA,qualification,1-0 (0-0),North Korea,Turkmenistan,2010_SA_PR.htm,Pyongyang,2008,1.0,0.0,North Korea,
2010-SOUTH AFRICA,qualification,1-2 (0-1),Lebanon,Saudi Arabia,2010_SA_PR.htm,Riyadh,2008,1.0,2.0,Saudi Arabia,
2010-SOUTH AFRICA,qualification,3-0 (w.o.),Uzbekistan,Singapore,2010_SA_PR.htm,Tashkent,2008,3.0,0.0,Uzbekistan,
2010-SOUTH AFRICA,qualification,0-1 (0-1),United Arab Emirates,Iran,2010_SA_PR.htm,Al-Ain,2008,0.0,1.0,Iran,
2010-SOUTH AFRICA,qualification,1-0 (0-0),Cape Verde,Tanzania,2010_SA_PR.htm,Praia,2008,1.0,0.0,Cape Verde,
2010-SOUTH AFRICA,qualification,2-0 (1-0),Kenya,Guinea,2010_SA_PR.htm,Nairobi,2008,2.0,0.0,Kenya,
2010-SOUTH AFRICA,qualification,0-1 (0-0),Sierra Leone,Nigeria,2010_SA_PR.htm,Freetown,2008,0.0,1.0,Nigeria,
2010-SOUTH AFRICA,qualification,4-1 (2-0),South Africa,Equatorial Guinea,2010_SA_PR.htm,Pretoria,2008,4.0,1.0,South Africa,
2010-SOUTH AFRICA,qualification,1-0 (1-0),Libya,Gabon,2010_SA_PR.htm,Tripoli,2008,1.0,0.0,Libya,
2010-SOUTH AFRICA,qualification,1-4 (0-2),Mauritania,Morocco,2010_SA_PR.htm,Nouakchott,2008,1.0,4.0,Morocco,
2010-SOUTH AFRICA,qualification,0-2 (0-2),Seychelles,Tunisia,2010_SA_PR.htm,Victoria,2008,0.0,2.0,Tunisia,
2010-SOUTH AFRICA,qualification,2-0 (2-0),Burkina Faso,Burundi,2010_SA_PR.htm,Ouagadougou,2008,2.0,0.0,Burkina Faso,
2010-SOUTH AFRICA,qualification,1-2 (1-2),Chad,Mali,2010_SA_PR.htm,NdjamA(c)na,2008,1.0,2.0,Mali,
2010-SOUTH AFRICA,qualification,4-2 (2-2),Kuwait,Syria,2010_SA_PR.htm,Kuwait,2008,4.0,2.0,Kuwait,
2010-SOUTH AFRICA,qualification,0-3 (0-2),Mauritius,Cameroon,2010_SA_PR.htm,Curepipe,2008,0.0,3.0,Cameroon,
2010-SOUTH AFRICA,qualification,2-0 (1-0),Zimbabwe,Namibia,2010_SA_PR.htm,Harare,2008,2.0,0.0,Zimbabwe,
2010-SOUTH AFRICA,qualification,1-2 (1-1),Niger,Angola,2010_SA_PR.htm,Niamey,2008,1.0,2.0,Angola,
2010-SOUTH AFRICA,qualification,4-1 (2-1),Benin,Uganda,2010_SA_PR.htm,Cotonou,2008,4.0,1.0,Benin,
2010-SOUTH AFRICA,qualification,2-3 (0-2),Lesotho,Ghana,2010_SA_PR.htm,Bloemfontein,2008,2.0,3.0,Ghana,
2010-SOUTH AFRICA,qualification,0-0 (0-0),Gambia,Senegal,2010_SA_PR.htm,Banjul,2008,0.0,0.0,draw,
2010-SOUTH AFRICA,qualification,0-0 (0-0),Madagascar,Ivory Coast,2010_SA_PR.htm,Antananarivo,2008,0.0,0.0,draw,
2010-SOUTH AFRICA,qualification,1-2 (0-1),Mozambique,Botswana,2010_SA_PR.htm,Maputo,2008,1.0,2.0,Botswana,
2010-SOUTH AFRICA,qualification,1-2 (1-0),Ethiopia,Rwanda,2010_SA_PR.htm,Addis Ababa,2008,1.0,2.0,Rwanda,
2010-SOUTH AFRICA,qualification,1-0 (0-0),Congo,Sudan,2010_SA_PR.htm,Brazzaville,2008,1.0,0.0,Congo,
2010-SOUTH AFRICA,qualification,2-1 (0-0),Swaziland,Togo,2010_SA_PR.htm,Mbabane,2008,2.0,1.0,Swaziland,
2010-SOUTH AFRICA,qualification,1-0 (0-0),D.R. Congo,Malawi,2010_SA_PR.htm,Kinshasa,2008,1.0,0.0,D.R. Congo,
2010-SOUTH AFRICA,qualification,0-1 (0-0),Mauritania,Ethiopia,2010_SA_PR.htm,Nouakchott,2008,0.0,1.0,Ethiopia,
2010-SOUTH AFRICA,qualification,0-6 (0-3),Djibouti,D.R. Congo,2010_SA_PR.htm,Djibouti,2008,0.0,6.0,D.R. Congo,
2010-SOUTH AFRICA,qualification,1-1 (1-0),Uruguay,Venezuela,2010_SA_PR.htm,Montevideo,2008,1.0,1.0,draw,
2010-SOUTH AFRICA,qualification,1-1 (1-1),Peru,Colombia,2010_SA_PR.htm,Lima,2008,1.0,1.0,draw,
2010-SOUTH AFRICA,qualification,2-2 (2-1),Puerto Rico,Honduras,2010_SA_PR.htm,BayamA3n,2008,2.0,2.0,draw,
2010-SOUTH AFRICA,qualification,6-0 (3-0),Guatemala,Saint Lucia,2010_SA_PR.htm,Guatemala,2008,6.0,0.0,Guatemala,
2010-SOUTH AFRICA,qualification,2-2 (2-1),Grenada,Costa Rica,2010_SA_PR.htm,St_Georges,2008,2.0,2.0,draw,
2010-SOUTH AFRICA,qualification,1-0 (0-0),Surinam,Guyana,2010_SA_PR.htm,Paramaribo,2008,1.0,0.0,Surinam,
2010-SOUTH AFRICA,qualification,1-3 (0-1),Qatar,Australia,2010_SA_PR.htm,Doha,2008,1.0,3.0,Australia,
2010-SOUTH AFRICA,qualification,1-2 (1-1),China,Iraq,2010_SA_PR.htm,Tianjin,2008,1.0,2.0,Iraq,
2010-SOUTH AFRICA,qualification,1-1 (1-0),Bahrain,Oman,2010_SA_PR.htm,Manama,2008,1.0,1.0,draw,
2010-SOUTH AFRICA,qualification,0-3 (0-2),Thailand,Japan,2010_SA_PR.htm,Bangkok,2008,0.0,3.0,Japan,
2010-SOUTH AFRICA,qualification,2-0 (1-0),North Korea,Jordan,2010_SA_PR.htm,Pyongyang,2008,2.0,0.0,North Korea,
2010-SOUTH AFRICA,qualification,1-3 (0-1),Turkmenistan,South Korea,2010_SA_PR.htm,Ashgabat,2008,1.0,3.0,South Korea,
2010-SOUTH AFRICA,qualification,0-3 (w.o.),Singapore,Saudi Arabia,2010_SA_PR.htm,Singapore,2008,0.0,3.0,Saudi Arabia,
2010-SOUTH AFRICA,qualification,3-0 (0-0),Uzbekistan,Lebanon,2010_SA_PR.htm,Tashkent,2008,3.0,0.0,Uzbekistan,
2010-SOUTH AFRICA,qualification,0-2 (0-0),Syria,Iran,2010_SA_PR.htm,Damascus,2008,0.0,2.0,Iran,
2010-SOUTH AFRICA,qualification,2-3 (0-2),Kuwait,United Arab Emirates,2010_SA_PR.htm,Kuwait,2008,2.0,3.0,United Arab Emirates,
2010-SOUTH AFRICA,qualification,1-1 (0-0),Vanuatu,New Caledonia,2010_SA_PR.htm,Port_Vila,2008,1.0,1.0,draw,
2010-SOUTH AFRICA,qualification,0-0 (0-0),Tanzania,Cameroon,2010_SA_PR.htm,Dar es Salaam,2008,0.0,0.0,draw,
2010-SOUTH AFRICA,qualification,1-2 (1-2),Namibia,Guinea,2010_SA_PR.htm,Windhoek,2008,1.0,2.0,Guinea,
2010-SOUTH AFRICA,qualification,2-0 (1-0),Kenya,Zimbabwe,2010_SA_PR.htm,Nairobi,2008,2.0,0.0,Kenya,
2010-SOUTH AFRICA,qualification,3-1 (2-0),Uganda,Angola,2010_SA_PR.htm,Kampala,2008,3.0,1.0,Uganda,
2010-SOUTH AFRICA,qualification,0-2 (0-0),Niger,Benin,2010_SA_PR.htm,Niamey,2008,0.0,2.0,Benin,
2010-SOUTH AFRICA,qualification,1-0 (1-0),Sierra Leone,South Africa,2010_SA_PR.htm,Freetown,2008,1.0,0.0,Sierra Leone,
2010-SOUTH AFRICA,qualification,2-0 (1-0),Gabon,Ghana,2010_SA_PR.htm,Libreville,2008,2.0,0.0,Gabon,
2010-SOUTH AFRICA,qualification,1-0 (1-0),Gambia,Algeria,2010_SA_PR.htm,Banjul,2008,1.0,0.0,Gambia,
2010-SOUTH AFRICA,qualification,1-1 (1-0),Botswana,Ivory Coast,2010_SA_PR.htm,Gaborone,2008,1.0,1.0,draw,
2010-SOUTH AFRICA,qualification,3-1 (1-0),Rwanda,Morocco,2010_SA_PR.htm,Kigali,2008,3.0,1.0,Rwanda,
2010-SOUTH AFRICA,qualification,2-3 (0-1),Seychelles,Burkina Faso,2010_SA_PR.htm,Victoria,2008,2.0,3.0,Burkina Faso,
2010-SOUTH AFRICA,qualification,3-2 (1-0),Sudan,Mali,2010_SA_PR.htm,Khartoum,2008,3.0,2.0,Sudan,
2010-SOUTH AFRICA,qualification,2-1 (1-1),Chad,Congo,2010_SA_PR.htm,NdjamA(c)na,2008,2.0,1.0,Chad,
2010-SOUTH AFRICA,qualification,1-0 (0-0),Malawi,Egypt,2010_SA_PR.htm,Blantyre,2008,1.0,0.0,Malawi,
2010-SOUTH AFRICA,qualification,1-1 (0-0),Argentina,Ecuador,2010_SA_PR.htm,Buenos Aires,2008,1.0,1.0,draw,
2010-SOUTH AFRICA,qualification,2-0 (1-0),Paraguay,Brazil,2010_SA_PR.htm,AsunciA3n,2008,2.0,0.0,Paraguay,
2010-SOUTH AFRICA,qualification,0-2 (0-1),Bolivia,Chile,2010_SA_PR.htm,La_Paz,2008,0.0,2.0,Chile,
2010-SOUTH AFRICA,qualification,7-0 (3-0),Jamaica,Bahamas,2010_SA_PR.htm,Kingston,2008,7.0,0.0,Jamaica,
2010-SOUTH AFRICA,qualification,0-3 (0-2),Saint Vincent & The Grenadines,Canada,2010_SA_PR.htm,Kingstown,2008,0.0,3.0,Canada,
2010-SOUTH AFRICA,qualification,0-2 (0-0),Belize,Mexico,2010_SA_PR.htm,Houston,2008,0.0,2.0,Mexico,
2010-SOUTH AFRICA,qualification,8-0 (3-0),United States,Barbados,2010_SA_PR.htm,Carson,2008,8.0,0.0,United States,
2010-SOUTH AFRICA,qualification,1-2 (1-2),Trinidad and Tobago,Bermuda,2010_SA_PR.htm,Macoya,2008,1.0,2.0,Bermuda,
2010-SOUTH AFRICA,qualification,1-0 (1-0),Panama,El Salvador,2010_SA_PR.htm,PanamA!,2008,1.0,0.0,Panama,
2010-SOUTH AFRICA,qualification,0-0 (0-0),Haiti,Dutch Antilles,2010_SA_PR.htm,Port-au-Prince,2008,0.0,0.0,draw,
2010-SOUTH AFRICA,qualification,0-1 (0-1),Mauritius,Cape Verde,2010_SA_PR.htm,Curepipe,2008,0.0,1.0,Cape Verde,
2010-SOUTH AFRICA,qualification,0-1 (0-1),Equatorial Guinea,Nigeria,2010_SA_PR.htm,Malabo,2008,0.0,1.0,Nigeria,
2010-SOUTH AFRICA,qualification,0-1 (0-0),Lesotho,Libya,2010_SA_PR.htm,Bloemfontein,2008,0.0,1.0,Libya,
2010-SOUTH AFRICA,qualification,2-2 (0-0),Liberia,Senegal,2010_SA_PR.htm,Monrovia,2008,2.0,2.0,draw,
2010-SOUTH AFRICA,qualification,1-1 (0-1),Madagascar,Mozambique,2010_SA_PR.htm,Antananarivo,2008,1.0,1.0,draw,
2010-SOUTH AFRICA,qualification,0-1 (0-0),Burundi,Tunisia,2010_SA_PR.htm,Bujumbura,2008,0.0,1.0,Tunisia,
2010-SOUTH AFRICA,qualification,0-0 (0-0),Swaziland,Zambia,2010_SA_PR.htm,Mbabane,2008,0.0,0.0,draw,
2010-SOUTH AFRICA,qualification,6-0 (2-0),Uruguay,Peru,2010_SA_PR.htm,Montevideo,2008,6.0,0.0,Uruguay,
2010-SOUTH AFRICA,qualification,3-4 (2-2),Antigua and Barbuda,Cuba,2010_SA_PR.htm,St_Johns,2008,3.0,4.0,Cuba,
2010-SOUTH AFRICA,qualification,0-0 (0-0),Brazil,Argentina,2010_SA_PR.htm,Belo Horizonte,2008,0.0,0.0,draw,
2010-SOUTH AFRICA,qualification,0-0 (0-0),Ecuador,Colombia,2010_SA_PR.htm,Quito,2008,0.0,0.0,draw,
2010-SOUTH AFRICA,qualification,4-2 (2-0),Bolivia,Paraguay,2010_SA_PR.htm,La_Paz,2008,4.0,2.0,Bolivia,
2010-SOUTH AFRICA,qualification,0-6 (0-5),Bahamas,Jamaica,2010_SA_PR.htm,Greenfield,2008,0.0,6.0,Jamaica,
2010-SOUTH AFRICA,qualification,2-3 (0-0),Venezuela,Chile,2010_SA_PR.htm,Puerto_la_Cruz,2008,2.0,3.0,Chile,
2010-SOUTH AFRICA,qualification,4-1 (2-0),Canada,Saint Vincent & The Grenadines,2010_SA_PR.htm,MontrA(c)al,2008,4.0,1.0,Canada,
2010-SOUTH AFRICA,qualification,4-0 (1-0),Libya,Lesotho,2010_SA_PR.htm,Tripoli,2008,4.0,0.0,Libya,
2010-SOUTH AFRICA,qualification,1-0 (1-0),Algeria,Gambia,2010_SA_PR.htm,Blida,2008,1.0,0.0,Algeria,
2010-SOUTH AFRICA,qualification,1-3 (1-2),Saint Lucia,Guatemala,2010_SA_PR.htm,Los Angeles,2008,1.0,3.0,Guatemala,
2010-SOUTH AFRICA,qualification,3-0 (2-0),Costa Rica,Grenada,2010_SA_PR.htm,San_JosA(c),2008,3.0,0.0,Costa Rica,
2010-SOUTH AFRICA,qualification,7-0 (3-0),Mexico,Belize,2010_SA_PR.htm,Monterrey,2008,7.0,0.0,Mexico,
2010-SOUTH AFRICA,qualification,3-0 (1-0),New Caledonia,Vanuatu,2010_SA_PR.htm,NoumA(c)a,2008,3.0,0.0,New Caledonia,
2010-SOUTH AFRICA,qualification,2-1 (0-0),Cameroon,Tanzania,2010_SA_PR.htm,YaoundA(c),2008,2.0,1.0,Cameroon,
2010-SOUTH AFRICA,qualification,2-0 (1-0),Nigeria,Equatorial Guinea,2010_SA_PR.htm,Abuja,2008,2.0,0.0,Nigeria,
2010-SOUTH AFRICA,qualification,0-0 (0-0),South Africa,Sierra Leone,2010_SA_PR.htm,Atteridgeville,2008,0.0,0.0,draw,
2010-SOUTH AFRICA,qualification,3-1 (2-0),Senegal,Liberia,2010_SA_PR.htm,Dakar,2008,3.0,1.0,Senegal,
2010-SOUTH AFRICA,qualification,2-0 (1-0),Morocco,Rwanda,2010_SA_PR.htm,Casablanca,2008,2.0,0.0,Morocco,
2010-SOUTH AFRICA,qualification,4-1 (2-1),Burkina Faso,Seychelles,2010_SA_PR.htm,Ouagadougou,2008,4.0,1.0,Burkina Faso,
2010-SOUTH AFRICA,qualification,2-1 (2-1),Tunisia,Burundi,2010_SA_PR.htm,"RadA""s",2008,2.0,1.0,Tunisia,
2010-SOUTH AFRICA,qualification,1-0 (0-0),Zambia,Swaziland,2010_SA_PR.htm,Chililabombwe,2008,1.0,0.0,Zambia,
2010-SOUTH AFRICA,qualification,1-2 (0-2),Guyana,Surinam,2010_SA_PR.htm,Georgetown,2008,1.0,2.0,Surinam,
2010-SOUTH AFRICA,qualification,0-1 (0-1),Barbados,United States,2010_SA_PR.htm,Bridgetown,2008,0.0,1.0,United States,
2010-SOUTH AFRICA,qualification,0-2 (0-1),Bermuda,Trinidad and Tobago,2010_SA_PR.htm,Prospect,2008,0.0,2.0,Trinidad and Tobago,
2010-SOUTH AFRICA,qualification,3-1 (0-1),El Salvador,Panama,2010_SA_PR.htm,San_Salvador,2008,3.0,1.0,El Salvador,
2010-SOUTH AFRICA,qualification,0-1 (0-0),Dutch Antilles,Haiti,2010_SA_PR.htm,Willemstad,2008,0.0,1.0,Haiti,
2010-SOUTH AFRICA,qualification,4-0 (2-0),Cuba,Antigua and Barbuda,2010_SA_PR.htm,La_Habana,2008,4.0,0.0,Cuba,
2010-SOUTH AFRICA,qualification,0-1 (0-0),Iraq,Qatar,2010_SA_PR.htm,Dubai,2008,0.0,1.0,Qatar,
2010-SOUTH AFRICA,qualification,0-1 (0-1),Australia,China,2010_SA_PR.htm,Sydney,2008,0.0,1.0,China,
2010-SOUTH AFRICA,qualification,2-1 (0-1),Oman,Thailand,2010_SA_PR.htm,Muscat,2008,2.0,1.0,Oman,
2010-SOUTH AFRICA,qualification,1-0 (0-0),Japan,Bahrain,2010_SA_PR.htm,Saitama,2008,1.0,0.0,Japan,
2010-SOUTH AFRICA,qualification,0-0 (0-0),South Korea,North Korea,2010_SA_PR.htm,Seoul,2008,0.0,0.0,draw,
2010-SOUTH AFRICA,qualification,2-0 (0-0),Jordan,Turkmenistan,2010_SA_PR.htm,Amman,2008,2.0,0.0,Jordan,
2010-SOUTH AFRICA,qualification,4-0 (2-0),Saudi Arabia,Uzbekistan,2010_SA_PR.htm,Riyadh,2008,4.0,0.0,Saudi Arabia,
2010-SOUTH AFRICA,qualification,1-2 (0-0),Lebanon,Singapore,2010_SA_PR.htm,Beirut,2008,1.0,2.0,Singapore,
2010-SOUTH AFRICA,qualification,2-0 (1-0),Iran,Kuwait,2010_SA_PR.htm,Tehran,2008,2.0,0.0,Iran,
2010-SOUTH AFRICA,qualification,1-3 (0-1),United Arab Emirates,Syria,2010_SA_PR.htm,Al-Ain,2008,1.0,3.0,Syria,
2010-SOUTH AFRICA,qualification,3-1 (1-0),Cape Verde,Mauritius,2010_SA_PR.htm,Praia,2008,3.0,1.0,Cape Verde,
2010-SOUTH AFRICA,qualification,4-0 (2-0),Guinea,Namibia,2010_SA_PR.htm,Conakry,2008,4.0,0.0,Guinea,
2010-SOUTH AFRICA,qualification,0-0 (0-0),Zimbabwe,Kenya,2010_SA_PR.htm,Harare,2008,0.0,0.0,draw,
2010-SOUTH AFRICA,qualification,2-0 (1-0),Benin,Niger,2010_SA_PR.htm,Cotonou,2008,2.0,0.0,Benin,
2010-SOUTH AFRICA,qualification,2-0 (1-0),Ghana,Gabon,2010_SA_PR.htm,Accra,2008,2.0,0.0,Ghana,
2010-SOUTH AFRICA,qualification,4-0 (2-0),Ivory Coast,Botswana,2010_SA_PR.htm,Abidjan,2008,4.0,0.0,Ivory Coast,
2010-SOUTH AFRICA,qualification,3-0 (1-0),Mozambique,Madagascar,2010_SA_PR.htm,Maputo,2008,3.0,0.0,Mozambique,
2010-SOUTH AFRICA,qualification,6-1 (1-1),Ethiopia,Mauritania,2010_SA_PR.htm,Addis Ababa,2008,6.0,1.0,Ethiopia,
2010-SOUTH AFRICA,qualification,2-0 (1-0),Congo,Chad,2010_SA_PR.htm,Brazzaville,2008,2.0,0.0,Congo,
2010-SOUTH AFRICA,qualification,3-0 (1-0),Mali,Sudan,2010_SA_PR.htm,Bamako,2008,3.0,0.0,Mali,
2010-SOUTH AFRICA,qualification,2-0 (1-0),Egypt,Malawi,2010_SA_PR.htm,Cairo,2008,2.0,0.0,Egypt,
2010-SOUTH AFRICA,qualification,5-1 (2-0),D.R. Congo,Djibouti,2010_SA_PR.htm,Kinshasa,2008,5.0,1.0,D.R. Congo,
2010-SOUTH AFRICA,qualification,0-0 (0-0),Angola,Uganda,2010_SA_PR.htm,Luanda,2008,0.0,0.0,draw,
2010-SOUTH AFRICA,qualification,2-0 (1-0),Gabon,Lesotho,2010_SA_PR.htm,Libreville,2008,2.0,0.0,Gabon,
2010-SOUTH AFRICA,qualification,3-0 (3-0),Kazakhstan,Andorra,2010_SA_PR.htm,Almaty,2008,3.0,0.0,Kazakhstan,
2010-SOUTH AFRICA,qualification,0-1 (0-0),Guatemala,United States,2010_SA_PR.htm,Guatemala,2008,0.0,1.0,United States,
2010-SOUTH AFRICA,qualification,1-3 (0-1),Cuba,Trinidad and Tobago,2010_SA_PR.htm,La_Habana,2008,1.0,3.0,Trinidad and Tobago,
2010-SOUTH AFRICA,qualification,1-1 (0-0),Canada,Jamaica,2010_SA_PR.htm,Toronto,2008,1.0,1.0,draw,
2010-SOUTH AFRICA,qualification,2-1 (0-1),Mexico,Honduras,2010_SA_PR.htm,Mexico City,2008,2.0,1.0,Mexico,
2010-SOUTH AFRICA,qualification,1-0 (0-0),Costa Rica,El Salvador,2010_SA_PR.htm,San_JosA(c),2008,1.0,0.0,Costa Rica,
2010-SOUTH AFRICA,qualification,2-2 (0-2),Haiti,Surinam,2010_SA_PR.htm,Port-au-Prince,2008,2.0,2.0,draw,
2010-SOUTH AFRICA,qualification,1-0 (0-0),Libya,Ghana,2010_SA_PR.htm,Tripoli,2008,1.0,0.0,Libya,
2010-SOUTH AFRICA,qualification,3-2 (0-0),Algeria,Senegal,2010_SA_PR.htm,Blida,2008,3.0,2.0,Algeria,
2010-SOUTH AFRICA,qualification,0-3 (0-1),Djibouti,Malawi,2010_SA_PR.htm,Djibouti,2008,0.0,3.0,Malawi,
2010-SOUTH AFRICA,qualification,0-4 (0-1),Malta,Portugal,2010_SA_PR.htm,TaQali,2008,0.0,4.0,Portugal,
2010-SOUTH AFRICA,qualification,0-0 (0-0),Albania,Sweden,2010_SA_PR.htm,TiranA<<,2008,0.0,0.0,draw,
2010-SOUTH AFRICA,qualification,0-0 (0-0),Hungary,Denmark,2010_SA_PR.htm,Budapest,2008,0.0,0.0,draw,
2010-SOUTH AFRICA,qualification,2-2 (0-1),Israel,Switzerland,2010_SA_PR.htm,Tel Aviv,2008,2.0,2.0,draw,
2010-SOUTH AFRICA,qualification,1-2 (0-2),Moldova,Latvia,2010_SA_PR.htm,Tiraspol,2008,1.0,2.0,Latvia,
2010-SOUTH AFRICA,qualification,0-3 (0-2),Luxembourg,Greece,2010_SA_PR.htm,Luxembourg,2008,0.0,3.0,Greece,
2010-SOUTH AFRICA,qualification,1-1 (1-1),Poland,Slovenia,2010_SA_PR.htm,WrocAaw,2008,1.0,1.0,draw,
